dominant,start,end,underlying,exchange,vt_symbol
BU1402,2013-10-09,2014-02-14,BU,SHFE,bu1402.SHFE
BU1406,2014-02-17,2014-05-21,BU,SHFE,bu1406.SHFE
BU1409,2014-05-22,2014-09-12,BU,SHFE,bu1409.SHFE
BU1412,2014-09-15,2014-12-10,BU,SHFE,bu1412.SHFE
BU1506,2014-12-11,2015-06-02,BU,SHFE,bu1506.SHFE
BU1509,2015-06-03,2015-08-24,BU,SHFE,bu1509.SHFE
BU1512,2015-08-25,2015-11-25,BU,SHFE,bu1512.SHFE
BU1601,2015-11-26,2015-12-21,BU,SHFE,bu1601.SHFE
BU1606,2015-12-22,2016-04-11,BU,SHFE,bu1606.SHFE
BU1609,2016-04-12,2016-08-02,BU,SHFE,bu1609.SHFE
BU1612,2016-08-03,2016-11-10,BU,SHFE,bu1612.SHFE
BU1706,2016-11-11,2017-04-25,BU,SHFE,bu1706.SHFE
BU1709,2017-04-26,2017-08-02,BU,SHFE,bu1709.SHFE
BU1712,2017-08-03,2017-11-21,BU,SHFE,bu1712.SHFE
BU1806,2017-11-22,2018-05-03,BU,SHFE,bu1806.SHFE
BU1812,2018-05-04,2018-11-22,BU,SHFE,bu1812.SHFE
BU1906,2018-11-23,2019-04-30,BU,SHFE,bu1906.SHFE
BU1912,2019-05-06,2019-11-27,BU,SHFE,bu1912.SHFE
BU2006,2019-11-28,2019-12-25,BU,SHFE,bu2006.SHFE
SC1809,2018-03-26,2018-08-08,SC,INE,sc1809.INE
SC1812,2018-08-09,2018-11-16,SC,INE,sc1812.INE
SC1901,2018-11-19,2018-12-17,SC,INE,sc1901.INE
SC1903,2018-12-18,2019-02-15,SC,INE,sc1903.INE
SC1904,2019-02-18,2019-03-15,SC,INE,sc1904.INE
SC1905,2019-03-18,2019-04-16,SC,INE,sc1905.INE
SC1906,2019-04-17,2019-05-20,SC,INE,sc1906.INE
SC1907,2019-05-21,2019-06-17,SC,INE,sc1907.INE
SC1908,2019-06-18,2019-07-16,SC,INE,sc1908.INE
SC1909,2019-07-17,2019-08-14,SC,INE,sc1909.INE
SC1910,2019-08-15,2019-09-09,SC,INE,sc1910.INE
SC1911,2019-09-10,2019-10-11,SC,INE,sc1911.INE
SC1912,2019-10-14,2019-11-15,SC,INE,sc1912.INE
SC2001,2019-11-18,2019-12-09,SC,INE,sc2001.INE
SC2002,2019-12-10,2019-12-25,SC,INE,sc2002.INE
A0303,2002-03-15,2002-03-15,A,DCE,a0303.DCE
A0305,2002-03-18,2003-01-14,A,DCE,a0305.DCE
A0307,2003-03-04,2003-05-26,A,DCE,a0307.DCE
A0309,2003-01-15,2003-03-03,A,DCE,a0309.DCE
A0311,2003-05-27,2003-08-18,A,DCE,a0311.DCE
A0401,2003-08-19,2003-10-15,A,DCE,a0401.DCE
A0405,2003-10-16,2004-02-13,A,DCE,a0405.DCE
A0409,2004-02-16,2004-07-08,A,DCE,a0409.DCE
A0411,2004-07-09,2004-09-07,A,DCE,a0411.DCE
A0501,2004-09-08,2004-11-15,A,DCE,a0501.DCE
A0505,2004-11-16,2005-03-04,A,DCE,a0505.DCE
A0509,2005-03-07,2005-07-07,A,DCE,a0509.DCE
A0511,2005-07-08,2005-07-22,A,DCE,a0511.DCE
A0601,2005-07-25,2005-10-27,A,DCE,a0601.DCE
A0605,2005-10-28,2006-02-15,A,DCE,a0605.DCE
A0609,2006-02-16,2006-08-23,A,DCE,a0609.DCE
A0701,2006-08-24,2006-10-31,A,DCE,a0701.DCE
A0705,2006-11-01,2007-01-31,A,DCE,a0705.DCE
A0709,2007-02-01,2007-05-30,A,DCE,a0709.DCE
A0801,2007-05-31,2007-08-07,A,DCE,a0801.DCE
A0805,2007-08-08,2007-11-15,A,DCE,a0805.DCE
A0809,2007-11-16,2008-02-26,A,DCE,a0809.DCE
A0901,2008-02-27,2008-10-14,A,DCE,a0901.DCE
A0905,2008-10-15,2009-01-12,A,DCE,a0905.DCE
A0909,2009-01-13,2009-04-14,A,DCE,a0909.DCE
A1001,2009-04-15,2009-07-09,A,DCE,a1001.DCE
A1005,2009-07-10,2009-10-26,A,DCE,a1005.DCE
A1009,2009-10-27,2010-04-22,A,DCE,a1009.DCE
A1101,2010-04-23,2010-07-21,A,DCE,a1101.DCE
A1105,2010-07-22,2010-10-22,A,DCE,a1105.DCE
A1109,2010-10-25,2011-01-05,A,DCE,a1109.DCE
A1201,2011-01-06,2011-07-13,A,DCE,a1201.DCE
A1205,2011-07-14,2011-10-27,A,DCE,a1205.DCE
A1209,2011-10-28,2012-03-20,A,DCE,a1209.DCE
A1301,2012-03-21,2012-09-03,A,DCE,a1301.DCE
A1305,2012-09-04,2013-02-01,A,DCE,a1305.DCE
A1309,2013-02-04,2013-06-07,A,DCE,a1309.DCE
A1401,2013-06-13,2013-10-16,A,DCE,a1401.DCE
A1405,2013-10-17,2013-12-30,A,DCE,a1405.DCE
A1409,2013-12-31,2014-03-28,A,DCE,a1409.DCE
A1501,2014-03-31,2014-11-26,A,DCE,a1501.DCE
A1505,2014-11-27,2015-04-14,A,DCE,a1505.DCE
A1509,2015-04-15,2015-06-15,A,DCE,a1509.DCE
A1601,2015-06-16,2015-11-11,A,DCE,a1601.DCE
A1605,2015-11-12,2016-03-09,A,DCE,a1605.DCE
A1609,2016-03-10,2016-07-13,A,DCE,a1609.DCE
A1701,2016-07-14,2016-11-28,A,DCE,a1701.DCE
A1705,2016-11-29,2017-03-23,A,DCE,a1705.DCE
A1709,2017-03-24,2017-08-04,A,DCE,a1709.DCE
A1801,2017-08-07,2017-12-11,A,DCE,a1801.DCE
A1805,2017-12-12,2018-04-04,A,DCE,a1805.DCE
A1809,2018-04-09,2018-07-30,A,DCE,a1809.DCE
A1901,2018-07-31,2018-12-21,A,DCE,a1901.DCE
A1905,2018-12-24,2019-04-19,A,DCE,a1905.DCE
A1909,2019-04-22,2019-08-09,A,DCE,a1909.DCE
A2001,2019-08-12,2019-12-04,A,DCE,a2001.DCE
A2005,2019-12-05,2019-12-25,A,DCE,a2005.DCE
TS1812,2018-08-17,2018-11-30,TS,CFFEX,TS1812.CFFEX
TS1903,2018-12-03,2019-02-28,TS,CFFEX,TS1903.CFFEX
TS1906,2019-03-01,2019-05-24,TS,CFFEX,TS1906.CFFEX
TS1909,2019-05-27,2019-08-19,TS,CFFEX,TS1909.CFFEX
TS1912,2019-08-20,2019-11-12,TS,CFFEX,TS1912.CFFEX
TS2003,2019-11-13,2019-12-25,TS,CFFEX,TS2003.CFFEX
SP1906,2018-11-27,2019-05-06,SP,SHFE,sp1906.SHFE
SP1909,2019-05-07,2019-08-09,SP,SHFE,sp1909.SHFE
SP2001,2019-08-12,2019-12-12,SP,SHFE,sp2001.SHFE
SP2005,2019-12-13,2019-12-25,SP,SHFE,sp2005.SHFE
ZC1605,2015-05-18,2016-04-06,ZC,CZCE,ZC605.CZCE
ZC1609,2016-04-07,2016-08-15,ZC,CZCE,ZC609.CZCE
ZC1701,2016-08-16,2016-12-05,ZC,CZCE,ZC701.CZCE
ZC1705,2016-12-06,2017-04-18,ZC,CZCE,ZC705.CZCE
ZC1709,2017-04-19,2017-08-10,ZC,CZCE,ZC709.CZCE
ZC1801,2017-08-11,2017-12-19,ZC,CZCE,ZC801.CZCE
ZC1805,2017-12-20,2018-04-12,ZC,CZCE,ZC805.CZCE
ZC1809,2018-04-13,2018-08-09,ZC,CZCE,ZC809.CZCE
ZC1901,2018-08-10,2018-12-06,ZC,CZCE,ZC901.CZCE
ZC1905,2018-12-07,2019-04-18,ZC,CZCE,ZC905.CZCE
ZC1909,2019-04-19,2019-08-20,ZC,CZCE,ZC909.CZCE
ZC1911,2019-08-21,2019-09-16,ZC,CZCE,ZC911.CZCE
ZC2001,2019-09-17,2019-12-11,ZC,CZCE,ZC001.CZCE
ZC2005,2019-12-12,2019-12-25,ZC,CZCE,ZC005.CZCE
J1109,2011-04-15,2011-08-22,J,DCE,j1109.DCE
J1201,2011-08-23,2011-12-08,J,DCE,j1201.DCE
J1205,2011-12-09,2012-04-13,J,DCE,j1205.DCE
J1209,2012-04-16,2012-07-17,J,DCE,j1209.DCE
J1301,2012-07-18,2012-10-24,J,DCE,j1301.DCE
J1305,2012-10-25,2013-02-06,J,DCE,j1305.DCE
J1309,2013-02-07,2013-06-20,J,DCE,j1309.DCE
J1401,2013-06-21,2013-10-29,J,DCE,j1401.DCE
J1405,2013-10-30,2014-03-10,J,DCE,j1405.DCE
J1409,2014-03-11,2014-07-22,J,DCE,j1409.DCE
J1501,2014-07-23,2014-11-24,J,DCE,j1501.DCE
J1505,2014-11-25,2015-03-27,J,DCE,j1505.DCE
J1509,2015-03-30,2015-08-11,J,DCE,j1509.DCE
J1601,2015-08-12,2015-11-25,J,DCE,j1601.DCE
J1605,2015-11-26,2016-03-25,J,DCE,j1605.DCE
J1609,2016-03-28,2016-08-15,J,DCE,j1609.DCE
J1701,2016-08-16,2016-12-02,J,DCE,j1701.DCE
J1705,2016-12-05,2017-03-31,J,DCE,j1705.DCE
J1709,2017-04-05,2017-08-02,J,DCE,j1709.DCE
J1801,2017-08-03,2017-11-29,J,DCE,j1801.DCE
J1805,2017-11-30,2018-04-10,J,DCE,j1805.DCE
J1809,2018-04-11,2018-08-07,J,DCE,j1809.DCE
J1901,2018-08-08,2018-12-05,J,DCE,j1901.DCE
J1905,2018-12-06,2019-04-04,J,DCE,j1905.DCE
J1909,2019-04-08,2019-08-06,J,DCE,j1909.DCE
J2001,2019-08-07,2019-12-11,J,DCE,j2001.DCE
J2005,2019-12-12,2019-12-25,J,DCE,j2005.DCE
M0011,2000-07-17,2000-07-18,M,DCE,m0011.DCE
M0101,2000-09-01,2000-10-31,M,DCE,m0101.DCE
M0103,2000-08-08,2000-08-31,M,DCE,m0103.DCE
M0105,2000-07-19,2000-08-04,M,DCE,m0105.DCE
M0107,2000-11-01,2001-06-01,M,DCE,m0107.DCE
M0109,2000-08-07,2000-08-07,M,DCE,m0109.DCE
M0111,2001-06-04,2001-09-18,M,DCE,m0111.DCE
M0205,2001-09-19,2002-02-25,M,DCE,m0205.DCE
M0209,2002-02-26,2002-07-17,M,DCE,m0209.DCE
M0301,2002-07-18,2002-12-03,M,DCE,m0301.DCE
M0303,2002-12-04,2003-01-06,M,DCE,m0303.DCE
M0308,2003-01-07,2003-06-10,M,DCE,m0308.DCE
M0309,2003-06-11,2003-07-31,M,DCE,m0309.DCE
M0311,2003-08-01,2003-09-05,M,DCE,m0311.DCE
M0401,2003-09-08,2003-11-14,M,DCE,m0401.DCE
M0405,2003-11-17,2004-03-02,M,DCE,m0405.DCE
M0408,2004-03-03,2004-05-12,M,DCE,m0408.DCE
M0409,2004-05-13,2004-08-26,M,DCE,m0409.DCE
M0411,2004-08-27,2004-09-07,M,DCE,m0411.DCE
M0501,2004-09-08,2004-12-03,M,DCE,m0501.DCE
M0505,2004-12-06,2005-03-16,M,DCE,m0505.DCE
M0508,2005-03-17,2005-06-20,M,DCE,m0508.DCE
M0509,2005-06-21,2005-08-02,M,DCE,m0509.DCE
M0511,2005-08-03,2005-09-05,M,DCE,m0511.DCE
M0601,2005-09-06,2005-10-25,M,DCE,m0601.DCE
M0605,2005-10-26,2006-02-17,M,DCE,m0605.DCE
M0609,2006-02-20,2006-05-11,M,DCE,m0609.DCE
M0611,2006-05-12,2006-07-31,M,DCE,m0611.DCE
M0701,2006-08-01,2006-10-19,M,DCE,m0701.DCE
M0705,2006-10-20,2007-01-31,M,DCE,m0705.DCE
M0709,2007-02-01,2007-07-03,M,DCE,m0709.DCE
M0801,2007-07-04,2007-08-23,M,DCE,m0801.DCE
M0805,2007-08-24,2007-12-13,M,DCE,m0805.DCE
M0809,2007-12-14,2008-06-25,M,DCE,m0809.DCE
M0901,2008-06-26,2008-10-31,M,DCE,m0901.DCE
M0905,2008-11-03,2009-02-24,M,DCE,m0905.DCE
M0909,2009-02-25,2009-06-12,M,DCE,m0909.DCE
M1001,2009-06-15,2009-07-30,M,DCE,m1001.DCE
M1005,2009-07-31,2009-11-20,M,DCE,m1005.DCE
M1009,2009-11-23,2010-05-04,M,DCE,m1009.DCE
M1101,2010-05-05,2010-07-19,M,DCE,m1101.DCE
M1105,2010-07-20,2010-10-25,M,DCE,m1105.DCE
M1109,2010-10-26,2011-03-14,M,DCE,m1109.DCE
M1201,2011-03-15,2011-07-07,M,DCE,m1201.DCE
M1205,2011-07-08,2011-12-21,M,DCE,m1205.DCE
M1209,2011-12-22,2012-05-16,M,DCE,m1209.DCE
M1301,2012-05-17,2012-11-15,M,DCE,m1301.DCE
M1305,2012-11-16,2013-02-18,M,DCE,m1305.DCE
M1309,2013-02-19,2013-06-03,M,DCE,m1309.DCE
M1401,2013-06-04,2013-11-01,M,DCE,m1401.DCE
M1405,2013-11-04,2014-03-03,M,DCE,m1405.DCE
M1409,2014-03-04,2014-07-02,M,DCE,m1409.DCE
M1501,2014-07-03,2014-09-01,M,DCE,m1501.DCE
M1505,2014-09-02,2015-02-27,M,DCE,m1505.DCE
M1509,2015-03-02,2015-07-23,M,DCE,m1509.DCE
M1601,2015-07-24,2015-11-23,M,DCE,m1601.DCE
M1605,2015-11-24,2016-03-03,M,DCE,m1605.DCE
M1609,2016-03-04,2016-07-21,M,DCE,m1609.DCE
M1701,2016-07-22,2016-11-14,M,DCE,m1701.DCE
M1705,2016-11-15,2017-03-17,M,DCE,m1705.DCE
M1709,2017-03-20,2017-07-26,M,DCE,m1709.DCE
M1801,2017-07-27,2017-11-22,M,DCE,m1801.DCE
M1805,2017-11-23,2018-03-15,M,DCE,m1805.DCE
M1809,2018-03-16,2018-07-04,M,DCE,m1809.DCE
M1901,2018-07-05,2018-11-26,M,DCE,m1901.DCE
M1905,2018-11-27,2019-03-29,M,DCE,m1905.DCE
M1909,2019-04-01,2019-08-05,M,DCE,m1909.DCE
M2001,2019-08-06,2019-11-04,M,DCE,m2001.DCE
M2005,2019-11-05,2019-12-25,M,DCE,m2005.DCE
AU0806,2008-01-09,2008-04-23,AU,SHFE,au0806.SHFE
AU0812,2008-04-24,2008-10-27,AU,SHFE,au0812.SHFE
AU0906,2008-10-28,2009-04-17,AU,SHFE,au0906.SHFE
AU0912,2009-04-20,2009-10-12,AU,SHFE,au0912.SHFE
AU1006,2009-10-13,2010-04-14,AU,SHFE,au1006.SHFE
AU1012,2010-04-15,2010-10-22,AU,SHFE,au1012.SHFE
AU1106,2010-10-25,2011-04-15,AU,SHFE,au1106.SHFE
AU1112,2011-04-18,2011-10-25,AU,SHFE,au1112.SHFE
AU1206,2011-10-26,2012-04-11,AU,SHFE,au1206.SHFE
AU1212,2012-04-12,2012-10-31,AU,SHFE,au1212.SHFE
AU1306,2012-11-01,2013-04-22,AU,SHFE,au1306.SHFE
AU1312,2013-04-23,2013-11-05,AU,SHFE,au1312.SHFE
AU1406,2013-11-06,2014-05-06,AU,SHFE,au1406.SHFE
AU1412,2014-05-07,2014-11-04,AU,SHFE,au1412.SHFE
AU1506,2014-11-05,2015-05-11,AU,SHFE,au1506.SHFE
AU1512,2015-05-12,2015-11-11,AU,SHFE,au1512.SHFE
AU1606,2015-11-12,2016-05-03,AU,SHFE,au1606.SHFE
AU1612,2016-05-04,2016-11-08,AU,SHFE,au1612.SHFE
AU1706,2016-11-09,2017-05-02,AU,SHFE,au1706.SHFE
AU1712,2017-05-03,2017-11-10,AU,SHFE,au1712.SHFE
AU1806,2017-11-13,2018-05-02,AU,SHFE,au1806.SHFE
AU1812,2018-05-03,2018-11-08,AU,SHFE,au1812.SHFE
AU1906,2018-11-09,2019-04-30,AU,SHFE,au1906.SHFE
AU1912,2019-05-06,2019-11-13,AU,SHFE,au1912.SHFE
AU2006,2019-11-14,2019-12-25,AU,SHFE,au2006.SHFE
CS1503,2014-12-19,2014-12-19,CS,DCE,cs1503.DCE
CS1505,2014-12-22,2015-04-03,CS,DCE,cs1505.DCE
CS1509,2015-04-07,2015-07-27,CS,DCE,cs1509.DCE
CS1601,2015-07-28,2015-10-30,CS,DCE,cs1601.DCE
CS1605,2015-11-02,2016-03-18,CS,DCE,cs1605.DCE
CS1609,2016-03-21,2016-06-28,CS,DCE,cs1609.DCE
CS1701,2016-06-29,2016-11-22,CS,DCE,cs1701.DCE
CS1705,2016-11-23,2017-03-22,CS,DCE,cs1705.DCE
CS1709,2017-03-23,2017-08-08,CS,DCE,cs1709.DCE
CS1801,2017-08-09,2017-12-04,CS,DCE,cs1801.DCE
CS1805,2017-12-05,2018-04-02,CS,DCE,cs1805.DCE
CS1809,2018-04-03,2018-08-07,CS,DCE,cs1809.DCE
CS1901,2018-08-08,2018-12-06,CS,DCE,cs1901.DCE
CS1905,2018-12-07,2019-04-15,CS,DCE,cs1905.DCE
CS1909,2019-04-16,2019-08-22,CS,DCE,cs1909.DCE
CS2001,2019-08-23,2019-12-13,CS,DCE,cs2001.DCE
CS2005,2019-12-16,2019-12-25,CS,DCE,cs2005.DCE
RI1307,2012-07-24,2012-09-21,RI,CZCE,RI307.CZCE
RI1309,2012-09-24,2013-07-24,RI,CZCE,RI309.CZCE
RI1401,2013-07-25,2013-11-05,RI,CZCE,RI401.CZCE
RI1405,2013-11-06,2014-04-23,RI,CZCE,RI405.CZCE
RI1409,2014-04-24,2014-08-27,RI,CZCE,RI409.CZCE
RI1501,2014-08-28,2014-12-31,RI,CZCE,RI501.CZCE
RI1505,2015-01-05,2015-04-02,RI,CZCE,RI505.CZCE
RI1601,2015-04-03,2016-01-14,RI,CZCE,RI601.CZCE
RI1605,2016-01-15,2016-05-13,RI,CZCE,RI605.CZCE
RI1609,2016-05-16,2016-06-14,RI,CZCE,RI609.CZCE
RI1701,2016-06-15,2016-10-24,RI,CZCE,RI701.CZCE
RI1703,2016-12-15,2017-03-13,RI,CZCE,RI703.CZCE
RI1709,2016-10-25,2016-12-14,RI,CZCE,RI709.CZCE
RI1801,2017-03-14,2018-01-12,RI,CZCE,RI801.CZCE
RI1807,2018-01-15,2018-05-16,RI,CZCE,RI807.CZCE
RI1811,2018-05-17,2018-11-13,RI,CZCE,RI811.CZCE
RI1909,2018-11-14,2019-09-12,RI,CZCE,RI909.CZCE
RI2007,2019-09-16,2019-12-25,RI,CZCE,RI007.CZCE
CF0411,2004-06-01,2004-08-31,CF,CZCE,CF411.CZCE
CF0501,2004-09-01,2004-11-23,CF,CZCE,CF501.CZCE
CF0503,2004-11-24,2004-12-28,CF,CZCE,CF503.CZCE
CF0504,2004-12-29,2005-01-27,CF,CZCE,CF504.CZCE
CF0505,2005-01-28,2005-03-07,CF,CZCE,CF505.CZCE
CF0506,2005-03-08,2005-04-07,CF,CZCE,CF506.CZCE
CF0507,2005-04-08,2005-05-20,CF,CZCE,CF507.CZCE
CF0509,2005-05-23,2005-07-07,CF,CZCE,CF509.CZCE
CF0510,2005-07-08,2005-08-30,CF,CZCE,CF510.CZCE
CF0511,2005-08-31,2005-09-13,CF,CZCE,CF511.CZCE
CF0601,2005-09-14,2005-10-20,CF,CZCE,CF601.CZCE
CF0603,2005-10-21,2005-12-20,CF,CZCE,CF603.CZCE
CF0604,2005-12-21,2006-01-16,CF,CZCE,CF604.CZCE
CF0605,2006-01-17,2006-03-24,CF,CZCE,CF605.CZCE
CF0606,2006-03-27,2006-04-26,CF,CZCE,CF606.CZCE
CF0607,2006-04-27,2006-06-09,CF,CZCE,CF607.CZCE
CF0608,2006-06-12,2006-06-28,CF,CZCE,CF608.CZCE
CF0609,2006-06-29,2006-08-02,CF,CZCE,CF609.CZCE
CF0611,2006-08-03,2006-09-20,CF,CZCE,CF611.CZCE
CF0612,2006-09-21,2006-09-27,CF,CZCE,CF612.CZCE
CF0701,2006-09-28,2006-11-07,CF,CZCE,CF701.CZCE
CF0705,2006-11-08,2007-03-23,CF,CZCE,CF705.CZCE
CF0707,2007-03-26,2007-06-06,CF,CZCE,CF707.CZCE
CF0709,2007-06-07,2007-07-06,CF,CZCE,CF709.CZCE
CF0801,2007-07-09,2007-09-18,CF,CZCE,CF801.CZCE
CF0805,2007-09-19,2008-02-19,CF,CZCE,CF805.CZCE
CF0807,2008-02-20,2008-07-10,CF,CZCE,CF807.CZCE
CF0901,2008-07-11,2008-11-14,CF,CZCE,CF901.CZCE
CF0905,2008-11-17,2009-03-25,CF,CZCE,CF905.CZCE
CF0907,2009-03-26,2009-05-26,CF,CZCE,CF907.CZCE
CF0909,2009-05-27,2009-07-14,CF,CZCE,CF909.CZCE
CF1001,2009-07-15,2009-11-02,CF,CZCE,CF001.CZCE
CF1005,2009-11-03,2010-01-12,CF,CZCE,CF005.CZCE
CF1009,2010-01-13,2010-04-29,CF,CZCE,CF009.CZCE
CF1101,2010-04-30,2010-09-03,CF,CZCE,CF101.CZCE
CF1105,2010-09-06,2010-11-25,CF,CZCE,CF105.CZCE
CF1109,2010-11-26,2011-06-13,CF,CZCE,CF109.CZCE
CF1201,2011-06-14,2011-08-12,CF,CZCE,CF201.CZCE
CF1205,2011-08-15,2012-02-08,CF,CZCE,CF205.CZCE
CF1209,2012-02-09,2012-06-04,CF,CZCE,CF209.CZCE
CF1301,2012-06-05,2012-11-05,CF,CZCE,CF301.CZCE
CF1305,2012-11-06,2013-01-30,CF,CZCE,CF305.CZCE
CF1309,2013-01-31,2013-06-13,CF,CZCE,CF309.CZCE
CF1401,2013-06-14,2013-10-15,CF,CZCE,CF401.CZCE
CF1405,2013-10-16,2014-03-20,CF,CZCE,CF405.CZCE
CF1501,2014-03-21,2014-11-14,CF,CZCE,CF501.CZCE
CF1505,2014-11-17,2015-03-20,CF,CZCE,CF505.CZCE
CF1509,2015-03-23,2015-07-02,CF,CZCE,CF509.CZCE
CF1601,2015-07-03,2015-10-26,CF,CZCE,CF601.CZCE
CF1605,2015-10-27,2016-02-04,CF,CZCE,CF605.CZCE
CF1609,2016-02-05,2016-06-20,CF,CZCE,CF609.CZCE
CF1701,2016-06-21,2016-11-22,CF,CZCE,CF701.CZCE
CF1705,2016-11-23,2017-03-31,CF,CZCE,CF705.CZCE
CF1709,2017-04-05,2017-08-02,CF,CZCE,CF709.CZCE
CF1801,2017-08-03,2017-11-28,CF,CZCE,CF801.CZCE
CF1805,2017-11-29,2018-03-23,CF,CZCE,CF805.CZCE
CF1809,2018-03-26,2018-05-14,CF,CZCE,CF809.CZCE
CF1901,2018-05-15,2018-11-22,CF,CZCE,CF901.CZCE
CF1905,2018-11-23,2019-04-03,CF,CZCE,CF905.CZCE
CF1909,2019-04-04,2019-08-08,CF,CZCE,CF909.CZCE
CF2001,2019-08-09,2019-11-26,CF,CZCE,CF001.CZCE
CF2005,2019-11-27,2019-12-25,CF,CZCE,CF005.CZCE
I1403,2013-10-18,2013-10-18,I,DCE,i1403.DCE
I1405,2013-10-21,2014-02-28,I,DCE,i1405.DCE
I1409,2014-03-03,2014-07-22,I,DCE,i1409.DCE
I1501,2014-07-23,2014-10-22,I,DCE,i1501.DCE
I1505,2014-10-23,2015-03-06,I,DCE,i1505.DCE
I1509,2015-03-09,2015-07-21,I,DCE,i1509.DCE
I1601,2015-07-22,2015-11-23,I,DCE,i1601.DCE
I1605,2015-11-24,2016-03-18,I,DCE,i1605.DCE
I1609,2016-03-21,2016-08-10,I,DCE,i1609.DCE
I1701,2016-08-11,2016-11-25,I,DCE,i1701.DCE
I1705,2016-11-28,2017-03-22,I,DCE,i1705.DCE
I1709,2017-03-23,2017-07-31,I,DCE,i1709.DCE
I1801,2017-08-01,2017-11-22,I,DCE,i1801.DCE
I1805,2017-11-23,2018-04-03,I,DCE,i1805.DCE
I1809,2018-04-04,2018-08-07,I,DCE,i1809.DCE
I1901,2018-08-08,2018-11-29,I,DCE,i1901.DCE
I1905,2018-11-30,2019-04-08,I,DCE,i1905.DCE
I1909,2019-04-09,2019-07-31,I,DCE,i1909.DCE
I2001,2019-08-01,2019-12-05,I,DCE,i2001.DCE
I2005,2019-12-06,2019-12-25,I,DCE,i2005.DCE
B0503,2004-12-22,2004-12-22,B,DCE,b0503.DCE
B0505,2004-12-23,2005-03-25,B,DCE,b0505.DCE
B0507,2005-03-28,2005-04-08,B,DCE,b0507.DCE
B0509,2005-04-11,2005-09-02,B,DCE,b0509.DCE
B0511,2005-09-12,2005-09-15,B,DCE,b0511.DCE
B0601,2005-09-05,2005-09-08,B,DCE,b0601.DCE
B0603,2005-09-16,2005-10-10,B,DCE,b0603.DCE
B0605,2005-09-09,2005-09-09,B,DCE,b0605.DCE
B0607,2005-10-11,2005-10-14,B,DCE,b0607.DCE
B0609,2005-10-17,2006-09-13,B,DCE,b0609.DCE
B0611,2006-09-14,2006-10-24,B,DCE,b0611.DCE
B0701,2006-10-25,2006-10-27,B,DCE,b0701.DCE
B0705,2006-10-30,2007-02-01,B,DCE,b0705.DCE
B0709,2007-02-02,2007-05-30,B,DCE,b0709.DCE
B0711,2007-08-29,2007-10-12,B,DCE,b0711.DCE
B0801,2007-05-31,2007-07-03,B,DCE,b0801.DCE
B0803,2007-08-15,2007-08-28,B,DCE,b0803.DCE
B0805,2007-07-04,2007-08-14,B,DCE,b0805.DCE
B0807,2007-10-30,2008-02-28,B,DCE,b0807.DCE
B0809,2007-10-15,2007-10-29,B,DCE,b0809.DCE
B0811,2008-06-12,2008-08-08,B,DCE,b0811.DCE
B0901,2008-02-29,2008-04-29,B,DCE,b0901.DCE
B0903,2008-04-30,2008-06-11,B,DCE,b0903.DCE
B0905,2008-08-11,2008-11-04,B,DCE,b0905.DCE
B0909,2008-11-05,2009-03-13,B,DCE,b0909.DCE
B0911,2009-04-02,2009-05-11,B,DCE,b0911.DCE
B1001,2009-03-16,2009-04-01,B,DCE,b1001.DCE
B1003,2009-05-12,2009-06-02,B,DCE,b1003.DCE
B1005,2009-06-03,2009-09-16,B,DCE,b1005.DCE
B1007,2009-09-17,2009-11-19,B,DCE,b1007.DCE
B1009,2009-11-20,2010-02-03,B,DCE,b1009.DCE
B1101,2010-02-04,2010-11-12,B,DCE,b1101.DCE
B1109,2010-11-15,2011-05-05,B,DCE,b1109.DCE
B1201,2011-05-06,2011-07-14,B,DCE,b1201.DCE
B1205,2011-07-15,2011-09-27,B,DCE,b1205.DCE
B1209,2011-09-28,2012-05-17,B,DCE,b1209.DCE
B1301,2012-05-18,2012-10-18,B,DCE,b1301.DCE
B1305,2012-10-19,2013-03-29,B,DCE,b1305.DCE
B1309,2013-04-01,2013-09-12,B,DCE,b1309.DCE
B1401,2013-09-13,2013-12-23,B,DCE,b1401.DCE
B1407,2013-12-24,2014-02-11,B,DCE,b1407.DCE
B1409,2014-02-12,2014-09-12,B,DCE,b1409.DCE
B1505,2014-09-15,2015-04-10,B,DCE,b1505.DCE
B1509,2015-04-13,2015-09-15,B,DCE,b1509.DCE
B1601,2015-09-16,2016-01-14,B,DCE,b1601.DCE
B1605,2016-01-15,2016-04-05,B,DCE,b1605.DCE
B1607,2016-05-27,2016-07-13,B,DCE,b1607.DCE
B1609,2016-07-14,2016-08-12,B,DCE,b1609.DCE
B1701,2016-04-06,2016-05-26,B,DCE,b1701.DCE
B1703,2016-08-15,2017-01-04,B,DCE,b1703.DCE
B1705,2017-01-05,2017-04-18,B,DCE,b1705.DCE
B1709,2017-04-19,2017-05-31,B,DCE,b1709.DCE
B1805,2017-06-01,2018-04-03,B,DCE,b1805.DCE
B1809,2018-04-04,2018-07-20,B,DCE,b1809.DCE
B1901,2018-07-23,2018-08-31,B,DCE,b1901.DCE
B1905,2018-09-03,2019-04-03,B,DCE,b1905.DCE
B1906,2019-04-04,2019-05-06,B,DCE,b1906.DCE
B1907,2019-05-07,2019-06-03,B,DCE,b1907.DCE
B1908,2019-06-04,2019-07-01,B,DCE,b1908.DCE
B1909,2019-07-02,2019-08-01,B,DCE,b1909.DCE
