dominant,start,end,underlying,exchange,vt_symbol
TA0706,2007-04-06,2007-05-15,TA,CZCE,TA706.CZCE
TA0707,2007-05-16,2007-07-12,TA,CZCE,TA707.CZCE
TA0709,2007-07-13,2007-09-03,TA,CZCE,TA709.CZCE
TA0712,2007-09-04,2007-11-02,TA,CZCE,TA712.CZCE
TA0801,2007-11-05,2007-12-12,TA,CZCE,TA801.CZCE
TA0803,2007-12-13,2008-02-18,TA,CZCE,TA803.CZCE
TA0805,2008-02-19,2008-05-15,TA,CZCE,TA805.CZCE
TA0807,2008-05-16,2008-06-02,TA,CZCE,TA807.CZCE
TA0809,2008-06-03,2008-09-11,TA,CZCE,TA809.CZCE
TA0811,2008-09-12,2008-10-15,TA,CZCE,TA811.CZCE
TA0901,2008-10-16,2008-12-05,TA,CZCE,TA901.CZCE
TA0905,2008-12-08,2009-04-07,TA,CZCE,TA905.CZCE
TA0909,2009-04-08,2009-08-11,TA,CZCE,TA909.CZCE
TA0910,2009-08-12,2009-09-07,TA,CZCE,TA910.CZCE
TA0911,2009-09-08,2009-09-30,TA,CZCE,TA911.CZCE
TA0912,2009-10-09,2009-10-26,TA,CZCE,TA912.CZCE
TA1001,2009-10-27,2009-12-02,TA,CZCE,TA001.CZCE
TA1002,2009-12-03,2009-12-29,TA,CZCE,TA002.CZCE
TA1003,2009-12-30,2010-01-21,TA,CZCE,TA003.CZCE
TA1005,2010-01-22,2010-03-26,TA,CZCE,TA005.CZCE
TA1009,2010-03-29,2010-07-28,TA,CZCE,TA009.CZCE
TA1101,2010-07-29,2010-11-01,TA,CZCE,TA101.CZCE
TA1105,2010-11-02,2011-03-24,TA,CZCE,TA105.CZCE
TA1109,2011-03-25,2011-07-04,TA,CZCE,TA109.CZCE
TA1201,2011-07-05,2011-11-21,TA,CZCE,TA201.CZCE
TA1205,2011-11-22,2012-03-14,TA,CZCE,TA205.CZCE
TA1209,2012-03-15,2012-07-11,TA,CZCE,TA209.CZCE
TA1301,2012-07-12,2012-11-05,TA,CZCE,TA301.CZCE
TA1305,2012-11-06,2013-02-21,TA,CZCE,TA305.CZCE
TA1309,2013-02-22,2013-07-11,TA,CZCE,TA309.CZCE
TA1401,2013-07-12,2013-12-04,TA,CZCE,TA401.CZCE
TA1405,2013-12-05,2014-03-13,TA,CZCE,TA405.CZCE
TA1409,2014-03-14,2014-08-06,TA,CZCE,TA409.CZCE
TA1501,2014-08-07,2014-11-25,TA,CZCE,TA501.CZCE
TA1505,2014-11-26,2015-03-30,TA,CZCE,TA505.CZCE
TA1509,2015-03-31,2015-08-05,TA,CZCE,TA509.CZCE
TA1601,2015-08-06,2015-11-24,TA,CZCE,TA601.CZCE
TA1605,2015-11-25,2016-03-30,TA,CZCE,TA605.CZCE
TA1609,2016-03-31,2016-08-04,TA,CZCE,TA609.CZCE
TA1701,2016-08-05,2016-11-17,TA,CZCE,TA701.CZCE
TA1705,2016-11-18,2017-04-07,TA,CZCE,TA705.CZCE
TA1709,2017-04-10,2017-08-07,TA,CZCE,TA709.CZCE
TA1801,2017-08-08,2017-11-22,TA,CZCE,TA801.CZCE
TA1805,2017-11-23,2018-03-28,TA,CZCE,TA805.CZCE
TA1809,2018-03-29,2018-08-06,TA,CZCE,TA809.CZCE
TA1901,2018-08-07,2018-11-30,TA,CZCE,TA901.CZCE
TA1905,2018-12-03,2019-04-08,TA,CZCE,TA905.CZCE
TA1909,2019-04-09,2019-08-14,TA,CZCE,TA909.CZCE
TA2001,2019-08-15,2019-12-10,TA,CZCE,TA001.CZCE
TA2005,2019-12-11,2019-12-25,TA,CZCE,TA005.CZCE
V0909,2009-05-25,2009-07-28,V,DCE,v0909.DCE
V0911,2009-07-29,2009-10-12,V,DCE,v0911.DCE
V1001,2009-10-13,2009-12-01,V,DCE,v1001.DCE
V1003,2009-12-02,2010-01-18,V,DCE,v1003.DCE
V1005,2010-01-19,2010-03-31,V,DCE,v1005.DCE
V1009,2010-04-01,2010-08-03,V,DCE,v1009.DCE
V1101,2010-08-04,2010-11-10,V,DCE,v1101.DCE
V1105,2010-11-11,2011-04-19,V,DCE,v1105.DCE
V1109,2011-04-20,2011-07-22,V,DCE,v1109.DCE
V1201,2011-07-25,2011-11-10,V,DCE,v1201.DCE
V1205,2011-11-11,2012-03-27,V,DCE,v1205.DCE
V1209,2012-03-28,2012-07-13,V,DCE,v1209.DCE
V1301,2012-07-16,2012-11-12,V,DCE,v1301.DCE
V1305,2012-11-13,2013-03-21,V,DCE,v1305.DCE
V1309,2013-03-22,2013-07-17,V,DCE,v1309.DCE
V1401,2013-07-18,2013-12-05,V,DCE,v1401.DCE
V1405,2013-12-06,2014-03-28,V,DCE,v1405.DCE
V1409,2014-03-31,2014-08-05,V,DCE,v1409.DCE
V1501,2014-08-06,2014-11-05,V,DCE,v1501.DCE
V1505,2014-11-06,2015-03-27,V,DCE,v1505.DCE
V1509,2015-03-30,2015-08-12,V,DCE,v1509.DCE
V1601,2015-08-13,2015-10-19,V,DCE,v1601.DCE
V1605,2015-10-20,2016-03-25,V,DCE,v1605.DCE
V1609,2016-03-28,2016-08-18,V,DCE,v1609.DCE
V1701,2016-08-19,2016-12-01,V,DCE,v1701.DCE
V1705,2016-12-02,2017-04-07,V,DCE,v1705.DCE
V1709,2017-04-10,2017-08-08,V,DCE,v1709.DCE
V1801,2017-08-09,2017-11-29,V,DCE,v1801.DCE
V1805,2017-11-30,2018-04-04,V,DCE,v1805.DCE
V1809,2018-04-09,2018-08-08,V,DCE,v1809.DCE
V1901,2018-08-09,2018-12-03,V,DCE,v1901.DCE
V1905,2018-12-04,2019-03-26,V,DCE,v1905.DCE
V1909,2019-03-27,2019-08-13,V,DCE,v1909.DCE
V2001,2019-08-14,2019-12-10,V,DCE,v2001.DCE
V2005,2019-12-11,2019-12-25,V,DCE,v2005.DCE
BB1404,2013-12-06,2013-12-06,BB,DCE,bb1404.DCE
BB1405,2013-12-09,2014-04-17,BB,DCE,bb1405.DCE
BB1409,2014-04-18,2014-08-28,BB,DCE,bb1409.DCE
BB1501,2014-08-29,2014-12-30,BB,DCE,bb1501.DCE
BB1502,2014-12-31,2015-01-29,BB,DCE,bb1502.DCE
BB1505,2015-01-30,2015-04-30,BB,DCE,bb1505.DCE
BB1509,2015-05-04,2015-09-15,BB,DCE,bb1509.DCE
BB1511,2015-09-16,2015-11-12,BB,DCE,bb1511.DCE
BB1601,2015-11-13,2016-01-14,BB,DCE,bb1601.DCE
BB1609,2016-01-15,2016-06-21,BB,DCE,bb1609.DCE
BB1701,2016-06-22,2017-01-13,BB,DCE,bb1701.DCE
BB1703,2017-01-16,2017-03-13,BB,DCE,bb1703.DCE
BB1704,2017-03-14,2017-04-17,BB,DCE,bb1704.DCE
BB1705,2017-04-18,2017-05-12,BB,DCE,bb1705.DCE
BB1804,2017-05-15,2018-04-16,BB,DCE,bb1804.DCE
BB1805,2018-04-17,2018-05-14,BB,DCE,bb1805.DCE
BB1809,2018-05-15,2018-09-13,BB,DCE,bb1809.DCE
BB1903,2018-09-14,2019-03-13,BB,DCE,bb1903.DCE
BB1910,2019-03-14,2019-10-18,BB,DCE,bb1910.DCE
BB2009,2019-10-21,2019-12-25,BB,DCE,bb2009.DCE
SM1411,2014-08-08,2014-08-08,SM,CZCE,SM411.CZCE
SM1501,2014-08-11,2015-01-15,SM,CZCE,SM501.CZCE
SM1505,2015-01-16,2015-05-14,SM,CZCE,SM505.CZCE
SM1601,2015-05-15,2015-12-29,SM,CZCE,SM601.CZCE
SM1605,2015-12-30,2016-04-29,SM,CZCE,SM605.CZCE
SM1609,2016-05-03,2016-08-30,SM,CZCE,SM609.CZCE
SM1701,2016-08-31,2016-12-15,SM,CZCE,SM701.CZCE
SM1705,2016-12-16,2017-04-14,SM,CZCE,SM705.CZCE
SM1709,2017-04-17,2017-08-10,SM,CZCE,SM709.CZCE
SM1801,2017-08-11,2017-12-22,SM,CZCE,SM801.CZCE
SM1805,2017-12-25,2018-04-24,SM,CZCE,SM805.CZCE
SM1809,2018-04-25,2018-08-14,SM,CZCE,SM809.CZCE
SM1901,2018-08-15,2018-12-21,SM,CZCE,SM901.CZCE
SM1905,2018-12-24,2019-04-19,SM,CZCE,SM905.CZCE
SM1909,2019-04-22,2019-08-19,SM,CZCE,SM909.CZCE
SM2001,2019-08-20,2019-12-16,SM,CZCE,SM001.CZCE
SM2005,2019-12-17,2019-12-25,SM,CZCE,SM005.CZCE
L0710,2007-07-31,2007-07-31,L,DCE,l0710.DCE
L0711,2007-08-01,2007-09-18,L,DCE,l0711.DCE
L0801,2007-09-19,2007-12-10,L,DCE,l0801.DCE
L0805,2007-12-11,2008-04-01,L,DCE,l0805.DCE
L0809,2008-04-02,2008-08-08,L,DCE,l0809.DCE
L0901,2008-08-11,2008-12-10,L,DCE,l0901.DCE
L0903,2008-12-11,2009-01-06,L,DCE,l0903.DCE
L0905,2009-01-07,2009-03-30,L,DCE,l0905.DCE
L0907,2009-03-31,2009-05-13,L,DCE,l0907.DCE
L0909,2009-05-14,2009-07-21,L,DCE,l0909.DCE
L0911,2009-07-22,2009-09-30,L,DCE,l0911.DCE
L1001,2009-10-09,2009-12-02,L,DCE,l1001.DCE
L1005,2009-12-03,2010-03-26,L,DCE,l1005.DCE
L1009,2010-03-29,2010-07-30,L,DCE,l1009.DCE
L1101,2010-08-02,2010-11-10,L,DCE,l1101.DCE
L1105,2010-11-11,2011-03-28,L,DCE,l1105.DCE
L1109,2011-03-29,2011-07-18,L,DCE,l1109.DCE
L1201,2011-07-19,2011-11-09,L,DCE,l1201.DCE
L1205,2011-11-10,2012-03-15,L,DCE,l1205.DCE
L1209,2012-03-16,2012-07-16,L,DCE,l1209.DCE
L1301,2012-07-17,2012-11-01,L,DCE,l1301.DCE
L1305,2012-11-02,2013-02-07,L,DCE,l1305.DCE
L1309,2013-02-08,2013-07-03,L,DCE,l1309.DCE
L1401,2013-07-04,2013-11-14,L,DCE,l1401.DCE
L1405,2013-11-15,2014-03-06,L,DCE,l1405.DCE
L1409,2014-03-07,2014-07-23,L,DCE,l1409.DCE
L1501,2014-07-24,2014-11-28,L,DCE,l1501.DCE
L1505,2014-12-01,2015-03-18,L,DCE,l1505.DCE
L1509,2015-03-19,2015-08-03,L,DCE,l1509.DCE
L1601,2015-08-04,2015-11-26,L,DCE,l1601.DCE
L1605,2015-11-27,2016-03-24,L,DCE,l1605.DCE
L1609,2016-03-25,2016-07-25,L,DCE,l1609.DCE
L1701,2016-07-26,2016-11-28,L,DCE,l1701.DCE
L1705,2016-11-29,2017-04-06,L,DCE,l1705.DCE
L1709,2017-04-07,2017-07-31,L,DCE,l1709.DCE
L1801,2017-08-01,2017-11-28,L,DCE,l1801.DCE
L1805,2017-11-29,2018-04-04,L,DCE,l1805.DCE
L1809,2018-04-09,2018-07-31,L,DCE,l1809.DCE
L1901,2018-08-01,2018-11-16,L,DCE,l1901.DCE
L1905,2018-11-19,2019-04-01,L,DCE,l1905.DCE
L1909,2019-04-02,2019-08-02,L,DCE,l1909.DCE
L2001,2019-08-05,2019-12-04,L,DCE,l2001.DCE
L2005,2019-12-05,2019-12-25,L,DCE,l2005.DCE
RM1305,2012-12-28,2013-02-18,RM,CZCE,RM305.CZCE
RM1309,2013-02-19,2013-05-30,RM,CZCE,RM309.CZCE
RM1401,2013-05-31,2013-11-13,RM,CZCE,RM401.CZCE
RM1405,2013-11-14,2014-01-30,RM,CZCE,RM405.CZCE
RM1409,2014-02-07,2014-07-24,RM,CZCE,RM409.CZCE
RM1501,2014-07-25,2014-11-12,RM,CZCE,RM501.CZCE
RM1505,2014-11-13,2015-03-03,RM,CZCE,RM505.CZCE
RM1509,2015-03-04,2015-07-23,RM,CZCE,RM509.CZCE
RM1601,2015-07-24,2015-11-30,RM,CZCE,RM601.CZCE
RM1605,2015-12-01,2016-03-14,RM,CZCE,RM605.CZCE
RM1609,2016-03-15,2016-08-04,RM,CZCE,RM609.CZCE
RM1701,2016-08-05,2016-11-25,RM,CZCE,RM701.CZCE
RM1705,2016-11-28,2017-03-20,RM,CZCE,RM705.CZCE
RM1709,2017-03-21,2017-08-02,RM,CZCE,RM709.CZCE
RM1801,2017-08-03,2017-12-06,RM,CZCE,RM801.CZCE
RM1805,2017-12-07,2018-03-26,RM,CZCE,RM805.CZCE
RM1809,2018-03-27,2018-07-26,RM,CZCE,RM809.CZCE
RM1901,2018-07-27,2018-11-29,RM,CZCE,RM901.CZCE
RM1905,2018-11-30,2019-04-02,RM,CZCE,RM905.CZCE
RM1909,2019-04-03,2019-08-08,RM,CZCE,RM909.CZCE
RM2001,2019-08-09,2019-12-04,RM,CZCE,RM001.CZCE
RM2005,2019-12-05,2019-12-25,RM,CZCE,RM005.CZCE
MA1506,2014-06-17,2015-04-16,MA,CZCE,MA506.CZCE
MA1509,2015-04-17,2015-07-27,MA,CZCE,MA509.CZCE
MA1601,2015-07-28,2015-11-27,MA,CZCE,MA601.CZCE
MA1605,2015-11-30,2016-04-08,MA,CZCE,MA605.CZCE
MA1609,2016-04-11,2016-08-09,MA,CZCE,MA609.CZCE
MA1701,2016-08-10,2016-12-01,MA,CZCE,MA701.CZCE
MA1705,2016-12-02,2017-04-06,MA,CZCE,MA705.CZCE
MA1709,2017-04-07,2017-08-04,MA,CZCE,MA709.CZCE
MA1801,2017-08-07,2017-12-08,MA,CZCE,MA801.CZCE
MA1805,2017-12-11,2018-04-11,MA,CZCE,MA805.CZCE
MA1809,2018-04-12,2018-08-08,MA,CZCE,MA809.CZCE
MA1901,2018-08-09,2018-12-12,MA,CZCE,MA901.CZCE
MA1905,2018-12-13,2019-04-12,MA,CZCE,MA905.CZCE
MA1909,2019-04-15,2019-08-15,MA,CZCE,MA909.CZCE
MA2001,2019-08-16,2019-12-12,MA,CZCE,MA001.CZCE
MA2005,2019-12-13,2019-12-25,MA,CZCE,MA005.CZCE
P0801,2007-10-29,2007-10-29,P,DCE,p0801.DCE
P0805,2007-10-30,2008-04-18,P,DCE,p0805.DCE
P0809,2008-04-21,2008-08-06,P,DCE,p0809.DCE
P0901,2008-08-07,2008-11-26,P,DCE,p0901.DCE
P0905,2008-11-27,2009-03-03,P,DCE,p0905.DCE
P0909,2009-03-04,2009-06-12,P,DCE,p0909.DCE
P1001,2009-06-15,2009-08-07,P,DCE,p1001.DCE
P1005,2009-08-10,2009-11-26,P,DCE,p1005.DCE
P1009,2009-11-27,2010-04-27,P,DCE,p1009.DCE
P1101,2010-04-28,2010-09-13,P,DCE,p1101.DCE
P1105,2010-09-14,2010-11-04,P,DCE,p1105.DCE
P1109,2010-11-05,2011-04-11,P,DCE,p1109.DCE
P1201,2011-04-12,2011-07-19,P,DCE,p1201.DCE
P1205,2011-07-20,2012-01-18,P,DCE,p1205.DCE
P1209,2012-01-19,2012-06-06,P,DCE,p1209.DCE
P1301,2012-06-07,2012-10-24,P,DCE,p1301.DCE
P1305,2012-10-25,2013-02-08,P,DCE,p1305.DCE
P1309,2013-02-18,2013-06-14,P,DCE,p1309.DCE
P1401,2013-06-17,2013-11-04,P,DCE,p1401.DCE
P1405,2013-11-05,2014-02-26,P,DCE,p1405.DCE
P1409,2014-02-27,2014-06-16,P,DCE,p1409.DCE
P1501,2014-06-17,2014-11-07,P,DCE,p1501.DCE
P1505,2014-11-10,2015-03-09,P,DCE,p1505.DCE
P1509,2015-03-10,2015-06-04,P,DCE,p1509.DCE
P1601,2015-06-05,2015-11-26,P,DCE,p1601.DCE
P1605,2015-11-27,2016-03-15,P,DCE,p1605.DCE
P1609,2016-03-16,2016-07-07,P,DCE,p1609.DCE
P1701,2016-07-08,2016-11-23,P,DCE,p1701.DCE
P1705,2016-11-24,2017-03-10,P,DCE,p1705.DCE
P1709,2017-03-13,2017-07-11,P,DCE,p1709.DCE
P1801,2017-07-12,2017-11-21,P,DCE,p1801.DCE
P1805,2017-11-22,2018-03-21,P,DCE,p1805.DCE
P1809,2018-03-22,2018-07-20,P,DCE,p1809.DCE
P1901,2018-07-23,2018-12-03,P,DCE,p1901.DCE
P1905,2018-12-04,2019-04-09,P,DCE,p1905.DCE
P1909,2019-04-10,2019-08-05,P,DCE,p1909.DCE
P2001,2019-08-06,2019-11-26,P,DCE,p2001.DCE
P2005,2019-11-27,2019-12-25,P,DCE,p2005.DCE
AG1209,2012-05-10,2012-07-24,AG,SHFE,ag1209.SHFE
AG1212,2012-07-25,2012-11-01,AG,SHFE,ag1212.SHFE
AG1301,2012-11-02,2012-12-17,AG,SHFE,ag1301.SHFE
AG1306,2012-12-18,2013-05-07,AG,SHFE,ag1306.SHFE
AG1312,2013-05-08,2013-11-26,AG,SHFE,ag1312.SHFE
AG1406,2013-11-27,2014-05-12,AG,SHFE,ag1406.SHFE
AG1412,2014-05-13,2014-11-05,AG,SHFE,ag1412.SHFE
AG1506,2014-11-06,2015-05-06,AG,SHFE,ag1506.SHFE
AG1512,2015-05-07,2015-11-17,AG,SHFE,ag1512.SHFE
AG1606,2015-11-18,2016-05-09,AG,SHFE,ag1606.SHFE
AG1612,2016-05-10,2016-11-10,AG,SHFE,ag1612.SHFE
AG1706,2016-11-11,2017-05-10,AG,SHFE,ag1706.SHFE
AG1712,2017-05-11,2017-11-21,AG,SHFE,ag1712.SHFE
AG1806,2017-11-22,2018-05-03,AG,SHFE,ag1806.SHFE
AG1812,2018-05-04,2018-11-02,AG,SHFE,ag1812.SHFE
AG1906,2018-11-05,2019-05-08,AG,SHFE,ag1906.SHFE
AG1912,2019-05-09,2019-11-13,AG,SHFE,ag1912.SHFE
AG2002,2019-11-14,2019-12-25,AG,SHFE,ag2002.SHFE
FB1404,2013-12-06,2013-12-06,FB,DCE,fb1404.DCE
FB1405,2013-12-09,2014-04-17,FB,DCE,fb1405.DCE
FB1409,2014-04-18,2014-08-27,FB,DCE,fb1409.DCE
FB1501,2014-08-28,2014-12-30,FB,DCE,fb1501.DCE
FB1505,2014-12-31,2015-05-14,FB,DCE,fb1505.DCE
FB1507,2015-05-15,2015-07-13,FB,DCE,fb1507.DCE
FB1509,2015-07-14,2015-08-31,FB,DCE,fb1509.DCE
FB1601,2015-09-01,2016-01-14,FB,DCE,fb1601.DCE
FB1604,2016-01-15,2016-04-14,FB,DCE,fb1604.DCE
FB1605,2016-04-15,2016-05-13,FB,DCE,fb1605.DCE
FB1702,2016-11-18,2017-02-13,FB,DCE,fb1702.DCE
FB1704,2016-05-16,2016-11-17,FB,DCE,fb1704.DCE
FB1709,2017-02-14,2017-07-10,FB,DCE,fb1709.DCE
FB1801,2017-07-11,2018-01-12,FB,DCE,fb1801.DCE
FB1808,2018-01-15,2018-08-13,FB,DCE,fb1808.DCE
FB1809,2018-08-28,2018-09-07,FB,DCE,fb1809.DCE
FB1810,2018-09-10,2018-10-12,FB,DCE,fb1810.DCE
FB1901,2018-10-15,2018-12-28,FB,DCE,fb1901.DCE
FB1903,2019-01-02,2019-03-05,FB,DCE,fb1903.DCE
FB1904,2019-03-06,2019-03-28,FB,DCE,fb1904.DCE
FB1905,2019-03-29,2019-04-30,FB,DCE,fb1905.DCE
FB1906,2019-05-06,2019-06-14,FB,DCE,fb1906.DCE
FB1907,2018-08-14,2018-08-27,FB,DCE,fb1907.DCE
FB1908,2019-06-17,2019-07-31,FB,DCE,fb1908.DCE
FB1909,2019-08-01,2019-09-02,FB,DCE,fb1909.DCE
FB1910,2019-09-03,2019-09-30,FB,DCE,fb1910.DCE
FB1911,2019-10-08,2019-11-13,FB,DCE,fb1911.DCE
FB2005,2019-12-03,2019-12-25,FB,DCE,fb2005.DCE
FB2009,2019-11-14,2019-12-02,FB,DCE,fb2009.DCE
SF1411,2014-08-08,2014-08-08,SF,CZCE,SF411.CZCE
SF1501,2014-08-11,2014-12-29,SF,CZCE,SF501.CZCE
SF1505,2014-12-30,2015-05-14,SF,CZCE,SF505.CZCE
SF1509,2015-05-15,2015-08-17,SF,CZCE,SF509.CZCE
SF1601,2015-08-18,2015-12-30,SF,CZCE,SF601.CZCE
SF1605,2015-12-31,2016-04-29,SF,CZCE,SF605.CZCE
SF1609,2016-05-03,2016-07-08,SF,CZCE,SF609.CZCE
SF1701,2016-09-28,2017-01-13,SF,CZCE,SF701.CZCE
SF1705,2016-08-01,2016-09-27,SF,CZCE,SF705.CZCE
SF1706,2016-07-11,2016-07-29,SF,CZCE,SF706.CZCE
SF1709,2017-01-16,2017-02-20,SF,CZCE,SF709.CZCE
SF1801,2017-02-21,2017-03-13,SF,CZCE,SF801.CZCE
SF1802,2017-03-14,2017-09-20,SF,CZCE,SF802.CZCE
SF1805,2017-09-21,2018-04-19,SF,CZCE,SF805.CZCE
SF1809,2018-04-20,2018-08-15,SF,CZCE,SF809.CZCE
SF1901,2018-08-16,2018-12-21,SF,CZCE,SF901.CZCE
SF1905,2018-12-24,2019-04-22,SF,CZCE,SF905.CZCE
SF1909,2019-04-23,2019-08-23,SF,CZCE,SF909.CZCE
SF2001,2019-08-26,2019-12-23,SF,CZCE,SF001.CZCE
SF2005,2019-12-24,2019-12-25,SF,CZCE,SF005.CZCE
CJ1912,2019-04-30,2019-11-07,CJ,CZCE,CJ912.CZCE
CJ2001,2019-11-08,2019-12-02,CJ,CZCE,CJ001.CZCE
CJ2005,2019-12-03,2019-12-25,CJ,CZCE,CJ005.CZCE
FU0501,2004-08-25,2004-11-23,FU,SHFE,fu0501.SHFE
FU0503,2004-11-24,2005-02-25,FU,SHFE,fu0503.SHFE
FU0505,2005-02-28,2005-03-16,FU,SHFE,fu0505.SHFE
FU0506,2005-03-17,2005-04-14,FU,SHFE,fu0506.SHFE
FU0507,2005-04-15,2005-05-23,FU,SHFE,fu0507.SHFE
FU0508,2005-05-24,2005-06-15,FU,SHFE,fu0508.SHFE
FU0509,2005-06-16,2005-07-08,FU,SHFE,fu0509.SHFE
FU0510,2005-07-11,2005-08-03,FU,SHFE,fu0510.SHFE
FU0511,2005-08-04,2005-09-08,FU,SHFE,fu0511.SHFE
FU0512,2005-09-09,2005-10-18,FU,SHFE,fu0512.SHFE
FU0602,2005-10-19,2005-11-30,FU,SHFE,fu0602.SHFE
FU0603,2005-12-01,2006-01-05,FU,SHFE,fu0603.SHFE
FU0604,2006-01-06,2006-02-08,FU,SHFE,fu0604.SHFE
FU0605,2006-02-09,2006-03-06,FU,SHFE,fu0605.SHFE
FU0606,2006-03-07,2006-04-04,FU,SHFE,fu0606.SHFE
FU0607,2006-04-05,2006-05-10,FU,SHFE,fu0607.SHFE
FU0608,2006-05-11,2006-06-07,FU,SHFE,fu0608.SHFE
FU0609,2006-06-08,2006-07-18,FU,SHFE,fu0609.SHFE
FU0610,2006-07-19,2006-08-17,FU,SHFE,fu0610.SHFE
FU0611,2006-08-18,2006-09-14,FU,SHFE,fu0611.SHFE
FU0612,2006-09-15,2006-10-23,FU,SHFE,fu0612.SHFE
FU0701,2006-10-24,2006-11-17,FU,SHFE,fu0701.SHFE
FU0703,2006-11-20,2007-01-17,FU,SHFE,fu0703.SHFE
FU0704,2007-01-18,2007-01-26,FU,SHFE,fu0704.SHFE
FU0705,2007-01-29,2007-03-14,FU,SHFE,fu0705.SHFE
FU0706,2007-03-15,2007-04-02,FU,SHFE,fu0706.SHFE
FU0707,2007-04-03,2007-05-10,FU,SHFE,fu0707.SHFE
FU0708,2007-05-11,2007-06-07,FU,SHFE,fu0708.SHFE
FU0709,2007-06-08,2007-07-09,FU,SHFE,fu0709.SHFE
FU0710,2007-07-10,2007-08-09,FU,SHFE,fu0710.SHFE
FU0711,2007-08-10,2007-09-05,FU,SHFE,fu0711.SHFE
FU0712,2007-09-06,2007-10-10,FU,SHFE,fu0712.SHFE
FU0801,2007-10-11,2007-11-09,FU,SHFE,fu0801.SHFE
FU0803,2007-11-12,2008-01-04,FU,SHFE,fu0803.SHFE
FU0805,2008-01-07,2008-03-17,FU,SHFE,fu0805.SHFE
FU0806,2008-03-18,2008-04-22,FU,SHFE,fu0806.SHFE
FU0807,2008-04-23,2008-05-21,FU,SHFE,fu0807.SHFE
FU0808,2008-05-22,2008-06-16,FU,SHFE,fu0808.SHFE
FU0809,2008-06-17,2008-07-15,FU,SHFE,fu0809.SHFE
FU0810,2008-07-16,2008-08-15,FU,SHFE,fu0810.SHFE
FU0811,2008-08-18,2008-09-17,FU,SHFE,fu0811.SHFE
FU0812,2008-09-18,2008-10-24,FU,SHFE,fu0812.SHFE
FU0902,2008-10-27,2008-12-11,FU,SHFE,fu0902.SHFE
FU0903,2008-12-12,2009-01-15,FU,SHFE,fu0903.SHFE
FU0905,2009-01-16,2009-03-09,FU,SHFE,fu0905.SHFE
FU0906,2009-03-10,2009-04-08,FU,SHFE,fu0906.SHFE
FU0907,2009-04-09,2009-05-08,FU,SHFE,fu0907.SHFE
FU0908,2009-05-11,2009-06-05,FU,SHFE,fu0908.SHFE
FU0909,2009-06-08,2009-07-08,FU,SHFE,fu0909.SHFE
FU0910,2009-07-09,2009-08-03,FU,SHFE,fu0910.SHFE
FU0911,2009-08-04,2009-09-08,FU,SHFE,fu0911.SHFE
FU0912,2009-09-09,2009-10-14,FU,SHFE,fu0912.SHFE
FU1001,2009-10-15,2009-11-16,FU,SHFE,fu1001.SHFE
FU1003,2009-11-17,2009-12-29,FU,SHFE,fu1003.SHFE
FU1005,2009-12-30,2010-03-17,FU,SHFE,fu1005.SHFE
FU1006,2010-03-18,2010-04-28,FU,SHFE,fu1006.SHFE
FU1007,2010-04-29,2010-05-18,FU,SHFE,fu1007.SHFE
FU1009,2010-05-19,2010-07-30,FU,SHFE,fu1009.SHFE
FU1010,2010-08-02,2010-08-19,FU,SHFE,fu1010.SHFE
FU1011,2010-08-20,2010-09-17,FU,SHFE,fu1011.SHFE
FU1012,2010-09-20,2010-10-11,FU,SHFE,fu1012.SHFE
FU1101,2010-10-12,2010-11-08,FU,SHFE,fu1101.SHFE
FU1103,2010-11-09,2011-01-10,FU,SHFE,fu1103.SHFE
FU1105,2011-01-11,2011-04-06,FU,SHFE,fu1105.SHFE
FU1109,2011-04-07,2011-08-09,FU,SHFE,fu1109.SHFE
FU1112,2011-08-10,2011-11-29,FU,SHFE,fu1112.SHFE
FU1203,2011-11-30,2012-02-01,FU,SHFE,fu1203.SHFE
FU1205,2012-02-02,2012-04-26,FU,SHFE,fu1205.SHFE
FU1209,2012-04-27,2012-08-08,FU,SHFE,fu1209.SHFE
FU1301,2012-08-09,2012-12-28,FU,SHFE,fu1301.SHFE
FU1305,2012-12-31,2013-04-25,FU,SHFE,fu1305.SHFE
FU1309,2013-04-26,2013-08-29,FU,SHFE,fu1309.SHFE
FU1310,2013-08-30,2013-09-27,FU,SHFE,fu1310.SHFE
FU1312,2013-09-30,2013-11-28,FU,SHFE,fu1312.SHFE
FU1408,2013-11-29,2014-03-18,FU,SHFE,fu1408.SHFE
FU1411,2014-03-19,2014-08-28,FU,SHFE,fu1411.SHFE
FU1503,2014-12-02,2015-02-17,FU,SHFE,fu1503.SHFE
FU1505,2014-08-29,2014-12-01,FU,SHFE,fu1505.SHFE
FU1506,2015-02-25,2015-05-28,FU,SHFE,fu1506.SHFE
FU1509,2015-05-29,2015-08-28,FU,SHFE,fu1509.SHFE
FU1510,2015-08-31,2015-09-29,FU,SHFE,fu1510.SHFE
FU1601,2015-09-30,2015-12-30,FU,SHFE,fu1601.SHFE
FU1604,2015-12-31,2016-03-30,FU,SHFE,fu1604.SHFE
FU1605,2016-03-31,2016-04-28,FU,SHFE,fu1605.SHFE
FU1702,2016-04-29,2016-11-25,FU,SHFE,fu1702.SHFE
FU1704,2016-11-28,2017-03-30,FU,SHFE,fu1704.SHFE
FU1711,2017-03-31,2017-10-30,FU,SHFE,fu1711.SHFE
FU1810,2017-10-31,2018-06-27,FU,SHFE,fu1810.SHFE
